interaction_id,conversation_id,customer_context,customer_message,brand_response,brand_response_raw,resolution_type,retrieval_worthy,customer_tweet_id,brand_tweet_id,timestamp,weak_intent
int_000749,conv_613350_613349,"<USER> Hi! All my downloaded albums/individual saved songs were deleted from my android device this morning. My playlists bar one seem to be unaffacted. It's happened few times before, I had to re-download everything.","<USER> Hi! All my downloaded albums/individual saved songs were deleted from my android device this morning. My playlists bar one seem to be unaffacted. It's happened few times before, I had to re-download everything.","<USER> Hi there, that's not cool! In any case, you can find more details that could help you out on that here: <URL> Hope this info helps. Let us know if you have other questions /GK","@265854 Hi there, that's not cool! In any case, you can find more details that could help you out on that here: https://t.co/38J7tFlIBF. Hope this info helps. Let us know if you have other questions /GK",clarification_request,True,613350,613349,Wed Nov 22 08:47:59 +0000 2017,Playback / Audio
int_000750,conv_1417608_1417609,"<USER> Yes it""s there, nr 3. How come it doesn't show on my app?","<USER> Yes it""s there, nr 3. How come it doesn't show on my app?","<USER> That's odd! Can you let us know the device, operating system, and Spotify version you're running? /PL","@449502 That's odd! Can you let us know the device, operating system, and Spotify version you're running? /PL",clarification_request,True,1417608,1417609,Sun Oct 29 05:24:42 +0000 2017,App / Device / Technical
int_000751,conv_739482_739481,I Been on <USER> <USER> as an artist/customer before it was even in the #USA <USER> 💪💯 How do I get verified?🤔😦,I Been on <USER> <USER> as an artist/customer before it was even in the #USA <USER> 💪💯 How do I get verified?🤔😦,<USER> 2: you can request it at <URL> Check this out for more info: <URL> 😁 /RR,@296860 2: you can request it at https://t.co/obFLZ92rF4. Check this out for more info: https://t.co/hsShoprCy3 😁 /RR,clarification_request,True,739482,739481,Fri Oct 06 20:38:33 +0000 2017,Content Availability
int_000752,conv_1231490_1231492,<USER> Australia,<USER> Australia,"<USER> Thanks! Currently, the video is only available in the US, but you can enjoy the single here: <URL> /SY","@408852 Thanks! Currently, the video is only available in the US, but you can enjoy the single here: https://t.co/EjUrcbZN6T /SY",informational,True,1231490,1231492,Wed Oct 25 21:10:17 +0000 2017,Other / Ambiguous
int_000753,conv_1780755_1780754,<USER> do you have to be a student for all your internships?,<USER> do you have to be a student for all your internships?,"<USER> Hey there! For more information about internships, check out the Spotify for Students section at <URL> 🙂 /CG","@535019 Hey there! For more information about internships, check out the Spotify for Students section at https://t.co/c1Z94oBFOl 🙂 /CG",clarification_request,True,1780755,1780754,Wed Oct 11 21:06:14 +0000 2017,Other / Ambiguous
int_000754,conv_1246943_1246942,"<USER> problem on iPhone: search for song, tap it to play it and it plays something else on results list. I’m premium.","<USER> problem on iPhone: search for song, tap it to play it and it plays something else on results list. I’m premium.","<USER> Hey, that doesn't sound right. Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest /RH","@229937 Hey, that doesn't sound right. Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest /RH",clarification_request,True,1246943,1246942,Thu Oct 26 01:01:47 +0000 2017,Playback / Audio
int_000755,conv_2960679_2960678,"seriously <USER>, help me. <URL>","seriously <USER>, help me. <URL>","<USER> Hi Martin. We don't have any info to share right now, but you can check this link for now: <URL> /XF","@817101 Hi Martin. We don't have any info to share right now, but you can check this link for now: https://t.co/K6DvvqYqfV /XF",informational,True,2960679,2960678,Wed Nov 29 19:10:38 +0000 2017,Other / Ambiguous
int_000756,conv_2227257_2227258,<USER> iOS 11.2 + there’s no specific messages or anything; the music just stops completely,<USER> iOS 11.2 + there’s no specific messages or anything; the music just stops completely,"<USER> Can you try logging out and back in? If that doesn’t work, try restarting your device. Let us know how you get on /MV","@218471 Can you try logging out and back in? If that doesn’t work, try restarting your device. Let us know how you get on /MV",troubleshooting,True,2227257,2227258,Thu Oct 19 16:20:35 +0000 2017,Playback / Audio
int_000757,conv_1473429_1473428,<USER> you are drunk!! <URL>,<USER> you are drunk!! <URL>,<USER> Hey Lewis! Help's arrived. Can you let us know more about what's happening via DM? /DD <URL>,@462025 Hey Lewis! Help's arrived. Can you let us know more about what's happening via DM? /DD https://t.co/ldFdZRiNAt,clarification_request,True,1473429,1473428,Thu Nov 02 23:40:23 +0000 2017,Other / Ambiguous
int_000758,conv_1225385_1225384,<USER> should make it so that when two people are following eachother you can send songs inside the app. Like a messaging system,<USER> should make it so that when two people are following eachother you can send songs inside the app. Like a messaging system,"<USER> Hey Rachel, we can see how that’d be useful! You can vote for the official idea here: <URL> /TR","@407484 Hey Rachel, we can see how that’d be useful! You can vote for the official idea here: https://t.co/W9ngDcByaX /TR",informational,True,1225385,1225384,Wed Oct 25 15:31:04 +0000 2017,Playback / Audio
int_000759,conv_1193643_1193644,<USER> But why that one album? Specifics plz,<USER> But why that one album? Specifics plz,<USER> We're afraid we don't have any more info to share. We'd recommend getting in touch with their distributors if you want to know more /PB,@199701 We're afraid we don't have any more info to share. We'd recommend getting in touch with their distributors if you want to know more /PB,clarification_request,True,1193643,1193644,Sun Oct 15 22:07:50 +0000 2017,Content Availability
int_000760,conv_575698_575697,"<USER> why does your Android app randomly un-download songs, it's really frustrating <URL>","<USER> why does your Android app randomly un-download songs, it's really frustrating <URL>",<USER> Hi! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at <URL> They should help with this /DR,@255466 Hi! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /DR,informational,True,575698,575697,Sat Dec 02 23:51:26 +0000 2017,Playback / Audio
int_000761,conv_2317507_2317506,<USER> :( why isn’t spotify able to confirm that i’m a student even though my school is losted and stuff!? :( help pleasseeee,<USER> :( why isn’t spotify able to confirm that i’m a student even though my school is losted and stuff!? :( help pleasseeee,<USER> Hey! Can you let us know your account's username and email address? We'll take a look backstage /DR <URL>,@269482 Hey! Can you let us know your account's username and email address? We'll take a look backstage /DR https://t.co/ldFdZRiNAt,clarification_request,True,2317507,2317506,Mon Nov 13 07:55:54 +0000 2017,Other / Ambiguous
int_000762,conv_2064167_2064166,Why is there no <USER> Apple TV app?,Why is there no <USER> Apple TV app?,"<USER> Hi Zac! We don't have any news to share about Apple TV right now, but you can vote for the idea here: <URL> /JN","@610490 Hi Zac! We don't have any news to share about Apple TV right now, but you can vote for the idea here: https://t.co/quyaSSECJs /JN",informational,True,2064167,2064166,Sat Oct 07 16:35:44 +0000 2017,App / Device / Technical
int_000763,conv_1052725_1052724,<USER> Been having trouble using the web player in Chrome lately (both Windows PC and Chromebook). Any tips to get it working again?,<USER> Been having trouble using the web player in Chrome lately (both Windows PC and Chromebook). Any tips to get it working again?,"<USER> Hey there! Are you getting any specific error messages when using the web player? If so, can you send us a screenshot of it? /FR","@368773 Hey there! Are you getting any specific error messages when using the web player? If so, can you send us a screenshot of it? /FR",clarification_request,True,1052725,1052724,Sun Oct 22 19:35:04 +0000 2017,Playback / Audio
int_000764,conv_199117_199115,<USER> <USER>,<USER> <USER>,"<USER> Hey there, help's here! What device are you getting this error on and does it happen on any other devices? Keep us posted /MQ","@162921 Hey there, help's here! What device are you getting this error on and does it happen on any other devices? Keep us posted /MQ",clarification_request,True,199117,199115,Wed Oct 04 13:13:56 +0000 2017,Other / Ambiguous
int_000765,conv_2058838_2058837,<USER> My experience with the app has been significantly worse since the touch-preview feature was taken away.,<USER> My experience with the app has been significantly worse since the touch-preview feature was taken away.,"<USER> Hey! We have more info about this here: <URL> Rest assured, your feedback will be passed on to the right folks /DD","@608919 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Rest assured, your feedback will be passed on to the right folks /DD",clarification_request,True,2058838,2058837,Sat Oct 07 05:53:39 +0000 2017,App / Device / Technical
int_000766,conv_2038723_2038722,So how do I upgrade my <USER> account to premium when it gives me no option to do so anywhere on the app 🤔 #confused,So how do I upgrade my <USER> account to premium when it gives me no option to do so anywhere on the app 🤔 #confused,"<USER> Hi! At this time, you can upgrade to Premium through the site: <URL> but we'll pass your feedback to the right team /RE","@602814 Hi! At this time, you can upgrade to Premium through the site: https://t.co/19BtIz1ktm, but we'll pass your feedback to the right team /RE",informational,True,2038723,2038722,Thu Oct 05 08:26:45 +0000 2017,Premium / Subscription
int_000767,conv_2012894_2012893,My <USER> keeps pausing for no reason and I’m about to lose my shit,My <USER> keeps pausing for no reason and I’m about to lose my shit,"<USER> Hey! Can you give us more info on what's happening? We'll also need to know what device, OS, and Spotify version you're using /CB","@595189 Hey! Can you give us more info on what's happening? We'll also need to know what device, OS, and Spotify version you're using /CB",clarification_request,True,2012894,2012893,Sun Nov 05 13:27:06 +0000 2017,Other / Ambiguous
